1 0 205
2 205 167
3 372 194
4 566 167
5 733 3961
6 4694 5159
7 9853 9008
8 18861 6401
9 25262 7325
10 32587 16864
11 49451 181
12 49632 12247
13 61879 6696
14 68575 12016
15 80591 222
16 80813 168
17 80981 3834
18 84815 162
19 84977 32592
20 117569 2304
21 119873 2183
22 122056 3923
23 125979 2947
24 128926 2098
25 131024 3620
26 134644 2343
27 136987 5955
28 142942 8181
29 151123 182
30 151305 5397
31 156702 4994
32 161696 171
33 161867 14304
34 176171 210
35 176381 6751
36 183132 211
37 183343 9144
38 192487 334
39 192821 183
40 193004 11192
41 204196 6531
42 210727 15877
43 226604 4108
44 230712 5410
45 236122 3356
46 239478 4153
47 243631 3905
48 247536 6569
49 254105 3804
50 257909 5443
51 263352 3360
52 266712 4431
53 271143 208
54 271351 2588
55 273939 8148
56 282087 3956
57 286043 6470
58 292513 7308
59 299821 22498
60 322319 211
61 322530 6716
62 329246 200
63 329446 5335
64 334781 4887
65 339668 6725
66 346393 217
67 346610 9149
68 355759 170
69 355929 11076
70 367005 170
71 367175 186
72 367361 180
73 367541 3589
74 371130 4602
75 375732 6411
76 382143 6977
77 389120 15620
78 404740 211
79 404951 199
80 405150 277
81 405427 294
82 405721 182
83 405903 5275
84 411178 5014
85 416192 208
86 416400 272
87 416672 294
88 416966 1696
89 418662 170
90 418832 258
91 419090 6699
92 425789 190
93 425979 9212
94 435191 232
95 435423 52975
96 488398 10173
97 498571 5303
98 503874 8577
99 512451 7293
100 519744 6239
101 525983 180
102 526163 12589
103 538752 6703
104 545455 211
105 545666 192
106 545858 4997
107 550855 4686
108 555541 202
109 555743 6551
110 562294 185
111 562479 9253
112 571732 188
113 571920 11236
114 583156 6547
115 589703 5216
116 594919 6426
117 601345 3825
118 605170 6154
119 611324 4825
120 616149 6742
121 622891 4080
122 626971 8040
123 635011 4894
124 639905 4405
125 644310 197
126 644507 2946
127 647453 7495
128 654948 3624
129 658572 4845
130 663417 9767
131 673184 6785
132 679969 7666
133 687635 23436
134 711071 184
135 711255 12181
136 723436 190
137 723626 4991
138 728617 4500
139 733117 3213
140 736330 6553
141 742883 3354
142 746237 2808
143 749045 3431
144 752476 213
145 752689 9295
146 761984 14408
147 776392 169
148 776561 11283
149 787844 6546
150 794390 13638
151 808028 13912
152 821940 170
153 822110 4572
154 826682 208
155 826890 181
156 827071 187
157 827258 181
158 827439 3540
159 830979 4692
160 835671 9350
161 845021 6787
162 851808 7681
163 859489 16137
164 875626 183
165 875809 12191
166 888000 170
167 888170 5020
168 893190 184
169 893374 5008
170 898382 4529
171 902911 6537
172 909448 213
173 909661 9033
174 918694 181
175 918875 11243
176 930118 6539
177 936657 208
178 936865 181
179 937046 163
180 937209 181
181 937390 3596
182 940986 4687
183 945673 9331
184 955004 6789
185 961793 7668
186 969461 16368
187 985829 183
188 986012 12221
189 998233 6543
190 1004776 205
191 1004981 5108
192 1010089 4587
193 1014676 6546
194 1021222 273
195 1021495 9076
196 1030571 170
197 1030741 15244
198 1045985 209
199 1046194 6530
200 1052724 163
201 1052887 11221
202 1064108 6523
203 1070631 184
204 1070815 202
205 1071017 184
206 1071201 196
207 1071397 184
208 1071581 178
209 1071759 184
210 1071943 181
211 1072124 196
212 1072320 190
213 1072510 182
214 1072692 212
215 1072904 3080
216 1075984 7595
217 1083579 3498
218 1087077 4845
219 1091922 9339
220 1101261 6765
221 1108026 7666
222 1115692 22455
223 1138147 180
224 1138327 5103
225 1143430 4580
226 1148010 6544
227 1154554 212
228 1154766 8875
229 1163641 11600
230 1175241 190
231 1175431 184
232 1175615 164
233 1175779 11248
234 1187027 191
235 1187218 163
236 1187381 181
237 1187562 207
238 1187769 3486
239 1191255 4751
240 1196006 9326
241 1205332 6764
242 1212096 7639
243 1219735 16845
244 1236580 176
245 1236756 195
246 1236951 5137
247 1242088 4507
248 1246595 221
249 1246816 8981
250 1255797 202
251 1255999 8347
252 1264346 170
253 1264516 11268
254 1275784 168
255 1275952 2702
256 1278654 188
257 1278842 175
258 1279017 157
259 1279174 3504
260 1282678 4890
261 1287568 9335
262 1296903 7643
263 1304546 16365
264 1320911 182
265 1321093 8951
266 1330044 222
267 1330266 201
268 1330467 5122
269 1335589 4579
270 1340168 193
271 1340361 184
272 1340545 180
273 1340725 15903
274 1356628 209
275 1356837 6535
276 1363372 230
277 1363602 184
278 1363786 203
279 1363989 5740
280 1369729 6106
281 1375835 3783
282 1379618 7509
283 1387127 4534
284 1391661 4358
285 1396019 3478
286 1399497 7234
287 1406731 4929
288 1411660 4934
289 1416594 209
290 1416803 3088
291 1419891 3694
292 1423585 5084
293 1428669 9330
294 1437999 6773
295 1444772 7691
296 1452463 23375
297 1475838 170
298 1476008 186
299 1476194 4427
300 1480621 6536
301 1487157 185
302 1487342 5375
303 1492717 189
304 1492906 5091
305 1497997 4531
306 1502528 3505
307 1506033 212
308 1506245 8972
309 1515217 170
310 1515387 231
311 1515618 157
312 1515775 220
313 1515995 157
314 1516152 3438
315 1519590 4919
316 1524509 6813
317 1531322 7668
318 1538990 16883
319 1555873 182
320 1556055 12346
321 1568401 6530
322 1574931 188
323 1575119 195
324 1575314 5189
325 1580503 4656
326 1585159 249
327 1585408 172
328 1585580 175
329 1585755 200
330 1585955 8826
331 1594781 170
332 1594951 11397
333 1606348 6548
334 1612896 217
335 1613113 224
336 1613337 4104
337 1617441 157
338 1617598 184
339 1617782 164
340 1617946 194
341 1618140 5800
342 1623940 5497
343 1629437 10335
344 1639772 3400
345 1643172 4905
346 1648077 9368
347 1657445 7661
348 1665106 16081
349 1681187 183
350 1681370 5167
351 1686537 4599
352 1691136 6802
353 1697938 241
354 1698179 16999
355 1715178 13528
356 1728706 193
357 1728899 3179
358 1732078 233
359 1732311 6218
360 1738529 212
361 1738741 9137
362 1747878 170
363 1748048 11378
364 1759426 178
365 1759604 181
366 1759785 5621
367 1765406 4243
368 1769649 3235
369 1772884 5893
370 1778777 4662
371 1783439 4189
372 1787628 3836
373 1791464 5340
374 1796804 4611
375 1801415 5640
376 1807055 15991
377 1823046 209
378 1823255 7559
379 1830814 2603
380 1833417 3163
381 1836580 5133
382 1841713 9380
383 1851093 7810
384 1858903 21527
385 1880430 183
386 1880613 183
387 1880796 5125
388 1885921 4454
389 1890375 233
390 1890608 231
391 1890839 9385
392 1900224 189
393 1900413 11207
394 1911620 14979
395 1926599 205
396 1926804 208
397 1927012 220
398 1927232 214
399 1927446 2396
400 1929842 4259
401 1934101 8566
402 1942667 6164
403 1948831 7206
404 1956037 15332
405 1971369 189
406 1971558 6791
407 1978349 2905
408 1981254 198
409 1981452 4991
410 1986443 4604
411 1991047 6770
412 1997817 199
413 1998016 182
414 1998198 258
415 1998456 9166
416 2007622 203
417 2007825 54870
418 2062695 195
419 2062890 12331
420 2075221 221
421 2075442 5454
422 2080896 177
423 2081073 4588
424 2085661 4344
425 2090005 6788
426 2096793 191
427 2096984 12517
428 2109501 228
429 2109729 9422
430 2119151 183
431 2119334 3369
432 2122703 6755
433 2129458 187
434 2129645 193
435 2129838 181
436 2130019 226
437 2130245 3041
438 2133286 6670
439 2139956 3229
440 2143185 4681
441 2147866 5552
442 2153418 7409
443 2160827 7698
444 2168525 5290
445 2173815 7281
446 2181096 4304
447 2185400 3422
448 2188822 4343
449 2193165 465
450 2193630 3139
451 2196769 2101
452 2198870 10106
453 2208976 1005
454 2209981 1334
455 2211315 5126
456 2216441 2521
457 2218962 6604
458 2225566 7761
459 2233327 1409
460 2234736 1754
461 2236490 2227
462 2238717 3392
463 2242109 1756
464 2243865 2087
465 2245952 5890
466 2251842 2067
467 2253909 1425
468 2255334 1083
469 2256417 3161
470 2259578 6297
471 2265875 1815
472 2267690 2354
473 2270044 2571
474 2272615 2509
475 2275124 3586
476 2278710 1267
477 2279977 8430
478 2288407 3750
479 2292157 1380
480 2293537 9981
481 2303518 4025
482 2307543 7132
483 2314675 9680
484 2324355 3302
485 2327657 6389
486 2334046 4279
487 2338325 4598
488 2342923 2925
489 2345848 1282
490 2347130 3047
491 2350177 1939
492 2352116 1661
493 2353777 1710
494 2355487 3335
495 2358822 2055
496 2360877 2117
497 2362994 979
498 2363973 1882
499 2365855 3932
500 2369787 2188
501 2371975 5346
502 2377321 1736
503 2379057 1873
504 2380930 2534
505 2383464 2178
506 2385642 2366
507 2388008 2147
508 2390155 1777
509 2391932 2373
510 2394305 5872
511 2400177 4885
512 2405062 1578
513 2406640 13408
514 2420048 5217
515 2425265 948
516 2426213 14050
517 2440263 1825
518 2442088 1504
519 2443592 991
520 2444583 1277
521 2445860 1747
522 2447607 6037
523 2453644 2918
524 2456562 2945
525 2459507 2334
526 2461841 1931
527 2463772 2762
528 2466534 5375
529 2471909 14967
530 2486876 7187
531 2494063 3275
532 2497338 3174
533 2500512 2536
534 2503048 2850
535 2505898 1336
536 2507234 2285
537 2509519 5117
538 2514636 1591
539 2516227 1285
540 2517512 1971
541 2519483 2054
542 2521537 2556
543 2524093 2018
544 2526111 1480
545 2527591 1371
546 2528962 1281
547 2530243 2464
548 2532707 4264
549 2536971 5440
550 2542411 2999
551 2545410 2737
552 2548147 3728
553 2551875 2090
554 2553965 3952
555 2557917 12685
556 2570602 2464
557 2573066 1877
558 2574943 3550
559 2578493 3791
560 2582284 3788
561 2586072 1866
562 2587938 5312
563 2593250 6670
564 2599920 2484
565 2602404 4511
566 2606915 6790
567 2613705 1483
568 2615188 2394
569 2617582 2610
570 2620192 745
571 2620937 5249
572 2626186 264
573 2626450 841
574 2627291 3414
575 2630705 5716
576 2636421 1215
577 2637636 1347
578 2638983 3549
579 2642532 4527
580 2647059 2341
581 2649400 2165
582 2651565 3715
583 2655280 3918
584 2659198 903
585 2660101 2892
586 2662993 1133
587 2664126 1761
588 2665887 1979
589 2667866 3062
590 2670928 7010
591 2677938 8411
592 2686349 3921
593 2690270 3860
594 2694130 4617
595 2698747 3848
596 2702595 4569
597 2707164 1126
598 2708290 4173
599 2712463 2641
600 2715104 1679
601 2716783 1047
602 2717830 3997
603 2721827 3811
604 2725638 2844
605 2728482 1265
606 2729747 3124
607 2732871 7521
608 2740392 18477
609 2758869 2172
610 2761041 3722
611 2764763 1616
612 2766379 4150
613 2770529 5052
614 2775581 8660
615 2784241 3066
616 2787307 13057
617 2800364 3636
618 2804000 194
619 2804194 6210
620 2810404 8462
621 2818866 5623
622 2824489 2114
623 2826603 4914
624 2831517 1189
625 2832706 3820
626 2836526 6220
627 2842746 1618
628 2844364 3397
629 2847761 2769
630 2850530 6092
631 2856622 5292
632 2861914 1738
633 2863652 6558
634 2870210 3611
635 2873821 10177
636 2883998 6852
637 2890850 4496
638 2895346 3494
639 2898840 6244
640 2905084 9442
641 2914526 1572
642 2916098 2722
643 2918820 2364
644 2921184 4464
645 2925648 8548
646 2934196 1532
647 2935728 4789
648 2940517 7354
649 2947871 1289
650 2949160 1065
651 2950225 9010
652 2959235 11134
653 2970369 9157
654 2979526 15877
655 2995403 8640
656 3004043 8333
657 3012376 7248
658 3019624 11155
659 3030779 19412
660 3050191 13496
661 3063687 5451
662 3069138 486
663 3069624 818
664 3070442 3185
665 3073627 7318
666 3080945 533
667 3081478 1525
668 3083003 3451
669 3086454 2082
670 3088536 9111
671 3097647 7982
672 3105629 8515
673 3114144 4617
674 3118761 2673
675 3121434 4069
676 3125503 7106
677 3132609 3393
678 3136002 2822
679 3138824 665
680 3139489 1044
681 3140533 1626
682 3142159 6622
683 3148781 1338
684 3150119 11365
685 3161484 6306
686 3167790 4398
687 3172188 25163
688 3197351 3732
689 3201083 5068
690 3206151 8342
691 3214493 9726
692 3224219 4543
693 3228762 9560
694 3238322 12703
695 3251025 4648
696 3255673 10892
697 3266565 6236
698 3272801 5091
699 3277892 1742
700 3279634 3800
701 3283434 4753
702 3288187 3696
703 3291883 10663
704 3302546 9830
705 3312376 6762
706 3319138 6028
707 3325166 6536
708 3331702 5764
709 3337466 4059
710 3341525 3827
711 3345352 3466
712 3348818 3793
713 3352611 3276
714 3355887 12182
715 3368069 12683
716 3380752 4215
717 3384967 2804
718 3387771 5551
719 3393322 15806
720 3409128 4261
721 3413389 713
722 3414102 1195
723 3415297 4375
724 3419672 4354
725 3424026 2048
726 3426074 12942
727 3439016 6634
728 3445650 8773
729 3454423 7690
730 3462113 10648
731 3472761 212
732 3472973 6952
733 3479925 8920
734 3488845 2330
735 3491175 8110
736 3499285 8247
737 3507532 3883
738 3511415 5717
739 3517132 10209
740 3527341 2506
741 3529847 13173
742 3543020 4654
743 3547674 519
744 3548193 1508
745 3549701 3022
746 3552723 183
747 3552906 183
748 3553089 204
749 3553293 195
750 3553488 168
751 3553656 209
752 3553865 208
753 3554073 207
754 3554280 206
755 3554486 210
756 3554696 201
757 3554897 183
758 3555080 166
759 3555246 171
760 3555417 193
761 3555610 190
762 3555800 212
763 3556012 187
764 3556199 168
765 3556367 174
766 3556541 189
767 3556730 183
768 3556913 203
769 3557116 203
770 3557319 207
771 3557526 204
772 3557730 168
773 3557898 196
774 3558094 207
775 3558301 190
776 3558491 207
777 3558698 183
778 3558881 202
779 3559083 207
780 3559290 204
781 3559494 210
782 3559704 187
783 3559891 213
784 3560104 206
785 3560310 209
786 3560519 210
787 3560729 204
788 3560933 201
789 3561134 196
790 3561330 189
791 3561519 174
792 3561693 209
793 3561902 201
794 3562103 177
795 3562280 162
796 3562442 3654
797 3566096 1993
798 3568089 3212
799 3571301 2847
800 3574148 7329
801 3581477 393
802 3581870 489
803 3582359 10835
804 3593194 4379
805 3597573 3642
806 3601215 8771
807 3609986 3358
808 3613344 2046
809 3615390 1995
810 3617385 7003
811 3624388 6247
812 3630635 3680
813 3634315 2239
814 3636554 14527
815 3651081 6393
816 3657474 1323
817 3658797 1971
818 3660768 2896
819 3663664 2580
820 3666244 2128
821 3668372 1561
822 3669933 740
823 3670673 1348
824 3672021 736
825 3672757 385
826 3673142 3922
827 3677064 2966
828 3680030 4081
829 3684111 7332
830 3691443 5282
831 3696725 1321
832 3698046 1129
833 3699175 911
834 3700086 1834
835 3701920 2367
836 3704287 5360
837 3709647 2443
838 3712090 7886
839 3719976 2384
840 3722360 914
841 3723274 844
842 3724118 1631
843 3725749 2236
844 3727985 7150
845 3735135 1632
846 3736767 4655
847 3741422 2421
848 3743843 3555
849 3747398 2674
850 3750072 6904
851 3756976 2301
852 3759277 3004
853 3762281 4576
854 3766857 2522
855 3769379 2875
856 3772254 1907
857 3774161 1249
858 3775410 4719
859 3780129 1610
860 3781739 963
861 3782702 1597
862 3784299 1776
863 3786075 4529
864 3790604 1672
865 3792276 2639
866 3794915 9104
867 3804019 1860
868 3805879 2588
869 3808467 9035
870 3817502 3536
871 3821038 6124
872 3827162 3366
873 3830528 2952
874 3833480 7838
875 3841318 1734
876 3843052 2201
877 3845253 1646
878 3846899 962
879 3847861 2386
880 3850247 1637
881 3851884 1730
882 3853614 14785
883 3868399 7184
884 3875583 3132
885 3878715 1678
886 3880393 1410
887 3881803 7653
888 3889456 1959
889 3891415 2114
890 3893529 1759
891 3895288 1679
892 3896967 2077
893 3899044 1141
894 3900185 1563
895 3901748 3040
896 3904788 989
897 3905777 581
898 3906358 1377
899 3907735 1633
900 3909368 1532
901 3910900 8816
902 3919716 7703
903 3927419 4081
904 3931500 2874
905 3934374 587
906 3934961 7429
907 3942390 3849
908 3946239 11789
909 3958028 4636
910 3962664 2494
911 3965158 3829
912 3968987 15074
913 3984061 6019
914 3990080 2567
915 3992647 196
916 3992843 2262
917 3995105 3775
918 3998880 2756
919 4001636 13187
920 4014823 7633
921 4022456 1874
922 4024330 2722
923 4027052 1891
924 4028943 1791
925 4030734 3324
926 4034058 2170
927 4036228 2951
928 4039179 1944
929 4041123 1794
930 4042917 2132
931 4045049 2773
932 4047822 2794
933 4050616 1901
934 4052517 2512
935 4055029 3243
936 4058272 2134
937 4060406 1863
938 4062269 1726
939 4063995 2044
940 4066039 4342
941 4070381 3834
942 4074215 3654
943 4077869 2897
944 4080766 2400
945 4083166 2515
946 4085681 2280
947 4087961 2309
948 4090270 211
949 4090481 5699
950 4096180 9504
951 4105684 2586
952 4108270 856
953 4109126 4366
954 4113492 6988
955 4120480 196
956 4120676 3083
957 4123759 2584
958 4126343 2327
959 4128670 2540
960 4131210 3473
961 4134683 4258
962 4138941 2511
963 4141452 4856
964 4146308 2701
965 4149009 8066
966 4157075 2677
967 4159752 6070
968 4165822 2394
969 4168216 1208
970 4169424 17277
971 4186701 9529
972 4196230 2897
973 4199127 3176
974 4202303 5753
975 4208056 3389
976 4211445 1915
977 4213360 2980
978 4216340 4360
979 4220700 4128
980 4224828 3686
981 4228514 2942
982 4231456 23730
983 4255186 10822
984 4266008 15758
985 4281766 29814
986 4311580 3673
987 4315253 3741
988 4318994 2313
989 4321307 1937
990 4323244 2406
991 4325650 3328
992 4328978 2357
993 4331335 2409
994 4333744 19518
995 4353262 8238
996 4361500 4337
997 4365837 4430
998 4370267 4060
999 4374327 1501
1000 4375828 4430
1001 4380258 1344
1002 4381602 1162
1003 4382764 1454
1004 4384218 7269
1005 4391487 2148
1006 4393635 17616
1007 4411251 8647
1008 4419898 5584
1009 4425482 3987
1010 4429469 3556
1011 4433025 2014
1012 4435039 15831
1013 4450870 4374
1014 4455244 1130
1015 4456374 1908
1016 4458282 1337
